id;date_time;type_consumption;id_restaurant;id_customer
278;2023-06-13 10:24:56.204509;delivery;2;1
279;2023-06-13 10:23:56.204509;restaurant;10;19
280;2023-06-13 10:22:56.204509;delivery;5;18
281;2023-06-13 10:21:56.204509;delivery;9;9
282;2023-06-13 10:20:56.204509;restaurant;3;14
283;2023-06-13 10:19:56.204509;restaurant;5;16
284;2023-06-13 10:18:56.204509;restaurant;7;9
285;2023-06-13 10:17:56.204509;restaurant;5;2
286;2023-06-13 10:16:56.204509;restaurant;5;17
287;2023-06-13 10:15:56.204509;restaurant;1;5
288;2023-06-13 10:14:56.204509;delivery;1;9
289;2023-06-13 10:13:56.204509;delivery;3;1
290;2023-06-13 10:12:56.204509;delivery;4;11
291;2023-06-13 10:11:56.204509;restaurant;3;4
292;2023-06-13 10:10:56.204509;delivery;4;11
293;2023-06-13 10:09:56.204509;delivery;5;11
294;2023-06-13 10:08:56.204509;restaurant;3;7
295;2023-06-13 10:07:56.204509;restaurant;3;2
296;2023-06-13 10:06:56.204509;delivery;3;1
297;2023-06-13 10:05:56.204509;restaurant;4;15
298;2023-06-13 10:04:56.204509;delivery;6;16
299;2023-06-13 10:03:56.204509;delivery;4;16
300;2023-06-13 10:02:56.204509;delivery;5;1
301;2023-06-13 10:01:56.204509;delivery;5;1
302;2023-06-13 10:00:56.204509;restaurant;6;20
303;2023-06-13 09:59:56.204509;delivery;5;17
304;2023-06-13 09:58:56.204509;delivery;10;12
305;2023-06-13 09:57:56.204509;delivery;6;5
306;2023-06-13 09:56:56.204509;delivery;4;17
307;2023-06-13 09:55:56.204509;restaurant;8;14
308;2023-06-13 09:54:56.204509;restaurant;6;16
309;2023-06-13 09:53:56.204509;delivery;9;16
310;2023-06-13 09:52:56.204509;delivery;10;3
311;2023-06-13 09:51:56.204509;delivery;10;14
312;2023-06-13 09:50:56.204509;delivery;7;10
313;2023-06-13 09:49:56.204509;delivery;8;14
314;2023-06-13 09:48:56.204509;restaurant;8;10
315;2023-06-13 09:47:56.204509;delivery;7;14
316;2023-06-13 09:46:56.204509;restaurant;7;6
317;2023-06-13 09:45:56.204509;restaurant;10;16
318;2023-06-13 09:44:56.204509;restaurant;3;13
319;2023-06-13 09:43:56.204509;restaurant;1;11
320;2023-06-13 09:42:56.204509;delivery;10;18
321;2023-06-13 09:41:56.204509;restaurant;1;15
322;2023-06-13 09:40:56.204509;restaurant;10;18
323;2023-06-13 09:39:56.204509;restaurant;3;6
324;2023-06-13 09:38:56.204509;restaurant;1;15
325;2023-06-13 09:37:56.204509;delivery;5;13
326;2023-06-13 09:36:56.204509;restaurant;7;14
327;2023-06-13 09:35:56.204509;delivery;3;14
328;2023-06-13 09:34:56.204509;delivery;6;9
329;2023-06-13 09:33:56.204509;restaurant;5;12
330;2023-06-13 09:32:56.204509;restaurant;7;9
331;2023-06-13 09:31:56.204509;restaurant;9;2
332;2023-06-13 09:30:56.204509;restaurant;1;15
333;2023-06-13 09:29:56.204509;delivery;5;11
334;2023-06-13 09:28:56.204509;restaurant;6;7
335;2023-06-13 09:27:56.204509;delivery;8;13
336;2023-06-13 09:26:56.204509;delivery;9;18
337;2023-06-13 09:25:56.204509;restaurant;8;14
338;2023-06-13 09:24:56.204509;delivery;1;9
339;2023-06-13 09:23:56.204509;restaurant;5;5
340;2023-06-13 09:22:56.204509;delivery;1;13
341;2023-06-13 09:21:56.204509;restaurant;3;20
342;2023-06-13 09:20:56.204509;delivery;8;19
343;2023-06-13 09:19:56.204509;delivery;4;12
344;2023-06-13 09:18:56.204509;delivery;3;2
345;2023-06-13 09:17:56.204509;restaurant;5;13
346;2023-06-13 09:16:56.204509;delivery;7;6
347;2023-06-13 09:15:56.204509;restaurant;7;2
348;2023-06-13 09:14:56.204509;delivery;3;3
349;2023-06-13 09:13:56.204509;restaurant;6;4
350;2023-06-13 09:12:56.204509;restaurant;7;4
351;2023-06-13 09:11:56.204509;delivery;4;16
352;2023-06-13 09:10:56.204509;restaurant;10;10
353;2023-06-13 09:09:56.204509;restaurant;4;13
354;2023-06-13 09:08:56.204509;restaurant;1;5
355;2023-06-13 09:07:56.204509;restaurant;7;5
356;2023-06-13 09:06:56.204509;delivery;5;19
357;2023-06-13 09:05:56.204509;delivery;2;17
358;2023-06-13 09:04:56.204509;delivery;10;6
359;2023-06-13 09:03:56.204509;delivery;5;11
360;2023-06-13 09:02:56.204509;restaurant;9;17
361;2023-06-13 09:01:56.204509;delivery;5;12
362;2023-06-13 09:00:56.204509;delivery;7;5
363;2023-06-13 08:59:56.204509;delivery;7;19
364;2023-06-13 08:58:56.204509;delivery;2;1
365;2023-06-13 08:57:56.204509;restaurant;7;20
366;2023-06-13 08:56:56.204509;delivery;6;11
367;2023-06-13 08:55:56.204509;delivery;10;8
368;2023-06-13 08:54:56.204509;delivery;5;17
369;2023-06-13 08:53:56.204509;restaurant;10;15
370;2023-06-13 08:52:56.204509;delivery;5;4
371;2023-06-13 08:51:56.204509;restaurant;7;15
372;2023-06-13 08:50:56.204509;restaurant;6;17
373;2023-06-13 08:49:56.204509;restaurant;2;8
374;2023-06-13 08:48:56.204509;restaurant;5;2
375;2023-06-13 08:47:56.204509;delivery;4;18
376;2023-06-13 08:46:56.204509;delivery;8;13
377;2023-06-13 08:45:56.204509;delivery;7;16
378;2023-06-13 08:44:56.204509;restaurant;9;20
379;2023-06-13 08:43:56.204509;delivery;6;8
380;2023-06-13 08:42:56.204509;delivery;4;8
381;2023-06-13 08:41:56.204509;restaurant;6;16
382;2023-06-13 08:40:56.204509;delivery;8;6
383;2023-06-13 08:39:56.204509;delivery;8;7
384;2023-06-13 08:38:56.204509;restaurant;7;9
385;2023-06-13 08:37:56.204509;restaurant;2;17
386;2023-06-13 08:36:56.204509;delivery;9;12
387;2023-06-13 08:35:56.204509;restaurant;2;15
388;2023-06-13 08:34:56.204509;delivery;1;20
389;2023-06-13 08:33:56.204509;delivery;2;15
390;2023-06-13 08:32:56.204509;restaurant;7;13
391;2023-06-13 08:31:56.204509;delivery;3;1
392;2023-06-13 08:30:56.204509;delivery;9;7
393;2023-06-13 08:29:56.204509;restaurant;8;1
394;2023-06-13 08:28:56.204509;delivery;5;8
395;2023-06-13 08:27:56.204509;delivery;10;15
396;2023-06-13 08:26:56.204509;delivery;9;18
397;2023-06-13 08:25:56.204509;restaurant;6;1
398;2023-06-13 08:24:56.204509;delivery;3;10
399;2023-06-13 08:23:56.204509;delivery;7;7
400;2023-06-13 08:22:56.204509;delivery;6;14
401;2023-06-13 08:21:56.204509;restaurant;6;6
402;2023-06-13 08:20:56.204509;restaurant;4;6
403;2023-06-13 08:19:56.204509;delivery;8;11
404;2023-06-13 08:18:56.204509;restaurant;6;12
405;2023-06-13 08:17:56.204509;restaurant;6;5
406;2023-06-13 08:16:56.204509;delivery;6;17
407;2023-06-13 08:15:56.204509;delivery;4;6
408;2023-06-13 08:14:56.204509;restaurant;6;2
409;2023-06-13 08:13:56.204509;delivery;7;9
410;2023-06-13 08:12:56.204509;restaurant;10;13
411;2023-06-13 08:11:56.204509;delivery;8;16
412;2023-06-13 08:10:56.204509;delivery;5;8
413;2023-06-13 08:09:56.204509;restaurant;4;4
414;2023-06-13 08:08:56.204509;delivery;9;7
415;2023-06-13 08:07:56.204509;delivery;5;10
416;2023-06-13 08:06:56.204509;delivery;10;20
417;2023-06-13 08:05:56.204509;restaurant;4;7
418;2023-06-13 08:04:56.204509;restaurant;9;15
419;2023-06-13 08:03:56.204509;delivery;1;18
420;2023-06-13 08:02:56.204509;delivery;4;5
421;2023-06-13 08:01:56.204509;delivery;1;11
422;2023-06-13 08:00:56.204509;delivery;1;19
423;2023-06-13 07:59:56.204509;restaurant;9;20
424;2023-06-13 07:58:56.204509;restaurant;9;19
425;2023-06-13 07:57:56.204509;delivery;6;5
426;2023-06-13 07:56:56.204509;restaurant;9;20
427;2023-06-13 07:55:56.204509;restaurant;2;13
428;2023-06-13 07:54:56.204509;delivery;9;12
429;2023-06-13 07:53:56.204509;restaurant;4;8
430;2023-06-13 07:52:56.204509;restaurant;9;2
431;2023-06-13 07:51:56.204509;restaurant;9;16
432;2023-06-13 07:50:56.204509;restaurant;7;19
433;2023-06-13 07:49:56.204509;delivery;10;15
434;2023-06-13 07:48:56.204509;restaurant;9;10
435;2023-06-13 07:47:56.204509;restaurant;4;1
436;2023-06-13 07:46:56.204509;restaurant;6;17
437;2023-06-13 07:45:56.204509;restaurant;8;4
438;2023-06-13 07:44:56.204509;delivery;10;2
439;2023-06-13 07:43:56.204509;delivery;7;5
440;2023-06-13 07:42:56.204509;restaurant;2;8
441;2023-06-13 07:41:56.204509;restaurant;9;17
442;2023-06-13 07:40:56.204509;restaurant;10;7
443;2023-06-13 07:39:56.204509;delivery;5;6
444;2023-06-13 07:38:56.204509;delivery;3;19
445;2023-06-13 07:37:56.204509;restaurant;2;18
446;2023-06-13 07:36:56.204509;restaurant;4;3
447;2023-06-13 07:35:56.204509;delivery;10;16
448;2023-06-13 07:34:56.204509;delivery;4;18
449;2023-06-13 07:33:56.204509;restaurant;4;12
450;2023-06-13 07:32:56.204509;delivery;9;2
451;2023-06-13 07:31:56.204509;delivery;4;9
452;2023-06-13 07:30:56.204509;delivery;8;7
453;2023-06-13 07:29:56.204509;restaurant;1;16
454;2023-06-13 07:28:56.204509;delivery;6;20
455;2023-06-13 07:27:56.204509;restaurant;6;11
456;2023-06-13 07:26:56.204509;restaurant;9;10
457;2023-06-13 07:25:56.204509;delivery;9;2
458;2023-06-13 07:24:56.204509;restaurant;6;16
459;2023-06-13 07:23:56.204509;delivery;1;14
460;2023-06-13 07:22:56.204509;restaurant;1;5
461;2023-06-13 07:21:56.204509;delivery;10;14
462;2023-06-13 07:20:56.204509;delivery;6;14
463;2023-06-13 07:19:56.204509;delivery;6;3
464;2023-06-13 07:18:56.204509;delivery;5;3
465;2023-06-13 07:17:56.204509;restaurant;6;4
466;2023-06-13 07:16:56.204509;restaurant;5;18
467;2023-06-13 07:15:56.204509;delivery;8;16
468;2023-06-13 07:14:56.204509;restaurant;4;8
469;2023-06-13 07:13:56.204509;delivery;7;10
470;2023-06-13 07:12:56.204509;delivery;4;16
471;2023-06-13 07:11:56.204509;delivery;2;7
472;2023-06-13 07:10:56.204509;delivery;9;8
473;2023-06-13 07:09:56.204509;restaurant;7;7
474;2023-06-13 07:08:56.204509;restaurant;4;11
475;2023-06-13 07:07:56.204509;restaurant;3;4
476;2023-06-13 07:06:56.204509;restaurant;8;15
477;2023-06-13 07:05:56.204509;restaurant;10;13
478;2023-06-13 07:04:56.204509;restaurant;5;8
479;2023-06-13 07:03:56.204509;restaurant;8;14
480;2023-06-13 07:02:56.204509;restaurant;4;17
481;2023-06-13 07:01:56.204509;restaurant;5;13
482;2023-06-13 07:00:56.204509;delivery;6;13
483;2023-06-13 06:59:56.204509;restaurant;10;11
484;2023-06-13 06:58:56.204509;restaurant;8;19
485;2023-06-13 06:57:56.204509;restaurant;1;11
486;2023-06-13 06:56:56.204509;restaurant;9;6
487;2023-06-13 06:55:56.204509;restaurant;2;11
488;2023-06-13 06:54:56.204509;delivery;7;8
489;2023-06-13 06:53:56.204509;restaurant;4;14
490;2023-06-13 06:52:56.204509;delivery;10;10
491;2023-06-13 06:51:56.204509;restaurant;4;12
492;2023-06-13 06:50:56.204509;delivery;8;18
493;2023-06-13 06:49:56.204509;delivery;5;18
494;2023-06-13 06:48:56.204509;delivery;8;12
495;2023-06-13 06:47:56.204509;restaurant;1;18
496;2023-06-13 06:46:56.204509;delivery;2;11
497;2023-06-13 06:45:56.204509;delivery;7;12
498;2023-06-13 06:44:56.204509;delivery;6;11
499;2023-06-13 06:43:56.204509;delivery;8;3
500;2023-06-13 06:42:56.204509;delivery;8;8
501;2023-06-13 06:41:56.204509;delivery;6;14
502;2023-06-13 06:40:56.204509;restaurant;5;14
503;2023-06-13 06:39:56.204509;delivery;2;1
504;2023-06-13 06:38:56.204509;delivery;6;13
505;2023-06-13 06:37:56.204509;restaurant;6;9
506;2023-06-13 06:36:56.204509;restaurant;9;20
507;2023-06-13 06:35:56.204509;delivery;8;9
508;2023-06-13 06:34:56.204509;delivery;2;10
509;2023-06-13 06:33:56.204509;delivery;6;4
510;2023-06-13 06:32:56.204509;restaurant;2;5
511;2023-06-13 06:31:56.204509;restaurant;3;18
512;2023-06-13 06:30:56.204509;restaurant;2;15
513;2023-06-13 06:29:56.204509;delivery;8;1
514;2023-06-13 06:28:56.204509;restaurant;1;19
515;2023-06-13 06:27:56.204509;delivery;10;8
516;2023-06-13 06:26:56.204509;restaurant;5;18
517;2023-06-13 06:25:56.204509;restaurant;10;7
518;2023-06-13 06:24:56.204509;restaurant;4;2
519;2023-06-13 06:23:56.204509;restaurant;6;6
520;2023-06-13 06:22:56.204509;restaurant;4;2
521;2023-06-13 06:21:56.204509;restaurant;4;9
522;2023-06-13 06:20:56.204509;restaurant;1;4
523;2023-06-13 06:19:56.204509;restaurant;9;18
524;2023-06-13 06:18:56.204509;restaurant;5;17
525;2023-06-13 06:17:56.204509;delivery;3;8
526;2023-06-13 06:16:56.204509;delivery;6;15
